Unitary,Order,Coefficient
0,4,6.488734075691668e-05
0,4,4.6367743046252984e-05
0,4,4.738954044235423e-05
0,4,6.17326270142374e-05
0,4,4.008816280247227e-05
0,4,4.791710767240243e-05
0,4,4.552627084252039e-05
0,4,4.485025613117945e-05
0,4,5.9309138882363954e-05
0,4,5.379263732944344e-05
0,4,4.182679326076541e-05
0,4,4.578477764809679e-05
0,4,4.688279135500029e-05
0,4,5.0042152785043846e-05
0,4,6.581162083083423e-05
0,4,9.399600187212631e-05
0,4,5.1061073325676834e-05
0,4,6.934539681236702e-05
0,4,6.620864483474138e-05
0,4,6.524137795608804e-05
0,4,7.32569087140925e-05
0,4,7.38280218543405e-05
0,4,6.548795686458247e-05
0,4,6.741958607068318e-05
0,4,4.777654925610617e-05
0,4,6.774100630489792e-05
0,4,6.736553629278904e-05
0,4,5.853204127611561e-05
0,4,6.760467102184277e-05
0,4,4.6613968013850565e-05
0,4,0.0001160550993257772
0,4,7.34934886737458e-05
0,4,7.288994859003681e-05
0,4,5.795809774662499e-05
0,4,7.123893236569005e-05
0,4,8.08352585865606e-05
0,4,6.136731864562659e-05
0,4,6.883644449110437e-05
0,4,4.781544747659461e-05
0,4,5.4888972956440845e-05
0,4,6.801200517787728e-05
0,4,8.972503642860671e-05
0,4,7.201346297128799e-05
0,4,6.711932278802735e-05
0,4,4.8097783999646816e-05
0,4,7.370497771782121e-05
0,4,6.729747953725928e-05
0,4,7.134120274392762e-05
0,4,5.620259561194121e-05
0,4,9.98172770060304e-05
0,4,0.00010686830583960666
0,4,6.296344116316061e-05
0,4,6.479617014556248e-05
0,4,4.873459042008759e-05
0,4,5.0956968690935494e-05
0,4,7.255134657169161e-05
0,4,6.315153339250254e-05
0,4,6.498877116165491e-05
0,4,5.594706390619667e-05
0,4,9.922796522270414e-05
0,4,0.00010776406150600425
0,4,6.0119689600893395e-05
0,4,8.284211878274925e-05
0,4,5.9698743223523723e-05
0,4,4.9331056233660936e-05
0,4,6.514537682255557e-05
0,4,6.926827583211189e-05
0,4,8.079260459433141e-05
0,4,5.7092408270114644e-05
0,4,5.72651922266971e-05
0,4,5.79026729335052e-05
0,4,7.55755615497048e-05
0,4,5.4255772509753745e-05
0,4,6.104110781576281e-05
0,4,5.371994655436495e-05
0,4,4.5634546785905145e-05
0,4,6.37100129210577e-05
0,4,4.588204678840024e-05
0,4,4.6971010629433756e-05
0,4,6.706358171553424e-05
0,4,6.461068772291062e-05
0,4,4.809858034200625e-05
0,4,4.511053409058608e-05
0,4,5.2260297059087064e-05
0,4,4.612938182318958e-05
0,4,5.933996193427957e-05
0,4,5.3143496271766265e-05
0,4,4.763721885164723e-05
0,4,5.6562714636070255e-05
0,4,6.59973487255482e-05
0,4,4.069814292121372e-05
0,4,5.088914693980202e-05
0,4,7.665649035975885e-05
0,4,4.518671791921931e-05
0,4,5.7141349117422255e-05
0,4,8.374621561153724e-05
0,4,4.5157938334842594e-05
0,4,4.380937170698099e-05
0,4,5.8051905067960265e-05
0,4,5.566198441320466e-05
0,4,6.656525998915915e-05
0,4,4.570522383755789e-05
0,4,4.8636447326084716e-05
0,4,5.561305801300481e-05
0,4,6.097886999172525e-05
0,4,4.49030401373666e-05
0,4,4.923033697537381e-05
0,4,5.545877405524534e-05
0,4,6.305720255975487e-05
0,4,8.364129265820363e-05
0,4,8.012560030754359e-05
0,4,4.68973497593849e-05
0,4,5.318775644793855e-05
0,4,5.854438814063693e-05
0,4,5.502628703145558e-05
0,4,4.725836432904789e-05
0,4,4.489965750805808e-05
0,4,6.391788059905755e-05
0,4,5.101823545959147e-05
0,4,9.574772401696745e-05
0,4,7.35452560646126e-05
0,4,4.013169288215012e-05
0,4,4.9763882454562444e-05
0,4,6.117749021886533e-05
0,4,4.4642228109889576e-05
0,4,5.49632091900585e-05
0,4,7.266540298392178e-05
0,4,3.977031110929545e-05
0,4,5.6234125889955094e-05
0,4,5.850646547769252e-05
0,4,6.194559024577437e-05
0,4,7.733014687843576e-05
0,4,6.121209444786294e-05
0,4,8.143064720991401e-05
0,4,7.944050815692543e-05
0,4,5.270923043675045e-05
0,4,8.947851484071166e-05
0,4,8.211258746571563e-05
0,4,0.00012851266434151388
0,4,7.660990529477561e-05
0,4,7.227849193983888e-05
0,4,7.237432057859193e-05
0,4,5.387252531428665e-05
0,4,7.130070976033712e-05
0,4,5.213088930221049e-05
0,4,7.564422141807364e-05
0,4,0.00010789962555575179
0,4,9.47205489666882e-05
0,4,7.367594418600048e-05
0,4,7.880309114853101e-05
0,4,7.329789226118418e-05
0,4,6.395315216843256e-05
0,4,6.619689656597421e-05
0,4,8.115078704734442e-05
0,4,6.629871619293686e-05
0,4,5.260154776230323e-05
0,4,7.399155419716345e-05
0,4,8.434631118690083e-05
0,4,7.358890401624492e-05
0,4,7.180803758310135e-05
0,4,6.403342292018744e-05
0,4,8.04458481998012e-05
0,4,5.7261741035770066e-05
0,4,4.944754378114003e-05
0,4,5.897567137507108e-05
0,4,5.2862169200714945e-05
0,4,6.378103236560778e-05
0,4,8.502208220082048e-05
0,4,7.154027229885996e-05
0,4,5.9038682056569534e-05
0,4,6.478496619727482e-05
0,4,7.913518037991368e-05
0,4,5.124181823009473e-05
0,4,0.00011417165513512501
0,4,6.651096657155778e-05
0,4,5.608935802657117e-05
0,4,6.756589050986554e-05
0,4,7.51734230363773e-05
0,4,5.992975350336833e-05
0,4,7.190300655443455e-05
0,4,5.7791746711625085e-05
0,4,7.657025428450532e-05
0,4,6.42340462614815e-05
0,4,4.9600686120291075e-05
0,4,5.793148898349226e-05
0,4,5.887161883649249e-05
0,4,6.600986648476673e-05
0,4,7.025922414249182e-05
0,4,6.81068040728097e-05
0,4,7.007880664991359e-05
0,4,7.627398096552752e-05
0,4,6.672834321260791e-05
0,4,6.612116649401813e-05
0,4,6.381931878288467e-05
0,4,5.3200428711411415e-05
0,4,5.721632154099003e-05
0,4,5.422641353664524e-05
0,4,5.2767694771767846e-05
0,4,6.045439188915249e-05
0,4,5.57494745597453e-05
0,4,4.569542334661593e-05
0,5,-2.327657909096161e-05
0,5,-2.6836205955198885e-05
0,5,-2.920943905910877e-05
0,5,-2.4140307888540315e-05
0,5,-2.769431041350841e-05
0,5,-2.8966765322423335e-05
0,5,-2.293189926941321e-05
0,5,-2.338672473535484e-05
0,5,-2.298431150550998e-05
0,5,-2.4322034371111712e-05
0,5,-2.8598769957760757e-05
0,5,-3.1483104128846885e-05
0,5,-2.5688483313272462e-05
0,5,-2.712323236885402e-05
0,5,-3.0472764139797176e-05
0,5,-2.3761719772806317e-05
0,5,-3.2399814074030476e-05
0,5,-3.678068397147287e-05
0,5,-2.6197778237077178e-05
0,5,-3.1383842416512125e-05
0,5,-3.6284417275448116e-05
0,5,-2.2080209152013856e-05
0,5,-3.200895260065082e-05
0,5,-2.7320163834759537e-05
0,5,-2.4798252172214536e-05
0,5,-3.2661420589079966e-05
0,5,-2.6795989856930123e-05
0,5,-2.4424952069691932e-05
0,5,-2.6116543545822004e-05
0,5,-2.7670888318573903e-05
0,5,-3.676523829120379e-05
0,5,-3.8254136309963035e-05
0,5,-4.424189642229372e-05
0,5,-2.8293242263782015e-05
0,5,-3.436178334886576e-05
0,5,-3.50258859423191e-05
0,5,-2.574788319723877e-05
0,5,-2.255598055912614e-05
0,5,-2.7139048021070978e-05
0,5,-2.6018457783436966e-05
0,5,-2.9878046809256884e-05
0,5,-3.2870871293817154e-05
0,5,-4.011083228437523e-05
0,5,-2.7284725034044987e-05
0,5,-3.6123721786224505e-05
0,5,-3.550139070115769e-05
0,5,-2.5993451034594933e-05
0,5,-2.9883811807100843e-05
0,5,-3.3501395846768575e-05
0,5,-2.4655488245375987e-05
0,5,-2.8724340424945115e-05
0,5,-3.189033499723527e-05
0,5,-2.8559697679956527e-05
0,5,-3.96461519758109e-05
0,5,-4.247245188467968e-05
0,5,-3.621246189488349e-05
0,5,-4.125939285256217e-05
0,5,-4.1735338179618145e-05
0,5,-4.008783443506034e-05
0,5,-3.759831362201761e-05
0,5,-2.9490146289005612e-05
0,5,-5.475394606075588e-05
0,5,-4.568889831244182e-05
0,5,-4.564438772629401e-05
0,5,-3.396461263414384e-05
0,5,-4.214377788025291e-05
0,5,-4.7129205101578925e-05
0,5,-3.399965278125754e-05
0,5,-3.683645478962374e-05
0,5,-2.977480257872458e-05
0,5,-2.9889902204009537e-05
0,5,-4.364477975301337e-05
0,5,-3.559054405530637e-05
0,5,-4.024047351282198e-05
0,5,-3.686005094972572e-05
0,5,-4.098353269098298e-05
0,5,-4.318904181506051e-05
0,5,-3.0507704909769808e-05
0,5,-4.08406250667998e-05
0,5,-2.8399231026912387e-05
0,5,-2.892443154852052e-05
0,5,-4.500950430265835e-05
0,5,-5.283780314208097e-05
0,5,-4.084258642830335e-05
0,5,-4.078758229871844e-05
0,5,-3.4520764236832335e-05
0,5,-3.801504561620224e-05
0,5,-4.004084303825615e-05
0,5,-2.8394480223789526e-05
0,5,-3.4967858792074407e-05
0,5,-3.1303099795789195e-05
0,5,-3.9307215334240464e-05
0,5,-4.0308656928976164e-05
0,5,-3.512040282718554e-05
0,5,-2.898354360110085e-05
0,5,-5.440162059979723e-05
0,5,-4.598945982347576e-05
0,5,-3.539473128409614e-05
0,5,-4.5083936906660125e-05
0,5,-3.2291286812423386e-05
0,5,-2.5375489855189513e-05
0,5,-4.535740217948315e-05
0,5,-4.631323606280781e-05
0,5,-3.5626924660281774e-05
0,5,-3.530739050210189e-05
0,5,-3.0035089029697087e-05
0,5,-3.3518592913720033e-05
0,5,-4.759867938298302e-05
0,5,-3.966672724107912e-05
0,5,-3.801100991198265e-05
0,5,-2.6485219383451673e-05
0,5,-4.12970265144347e-05
0,5,-4.353660249720997e-05
0,5,-3.648361252972423e-05
0,5,-3.420393351724854e-05
0,5,-3.0241890688418146e-05
0,5,-3.3505817902968144e-05
0,5,-5.01963989450368e-05
0,5,-3.649034731279877e-05
0,5,-3.387760587721529e-05
0,5,-2.9317580353479145e-05
0,5,-3.669982680119281e-05
0,5,-3.3849797382424867e-05
0,5,-3.856340040012818e-05
0,5,-3.07407614344615e-05
0,5,-2.9416563459945034e-05
0,5,-3.0040033363898508e-05
0,5,-2.466905095082188e-05
0,5,-3.090406833158586e-05
0,5,-2.9769452473461902e-05
0,5,-3.311802337706071e-05
0,5,-3.116815774814569e-05
0,5,-3.281248409856547e-05
0,5,-3.326509189172783e-05
0,5,-3.6531103507673644e-05
0,5,-2.5947858890221573e-05
0,5,-2.959485236063986e-05
0,5,-3.3757900404480666e-05
0,5,-3.1928150392376067e-05
0,5,-3.7402311548314726e-05
0,5,-4.3709416417675445e-05
0,5,-3.178685972815703e-05
0,5,-3.203610890564805e-05
0,5,-2.8690062751811205e-05
0,5,-3.5230513779534135e-05
0,5,-2.9636989170301426e-05
0,5,-2.4804697349715423e-05
0,5,-3.667742821427826e-05
0,5,-3.214354582984922e-05
0,5,-4.268346870549066e-05
0,5,-3.840607219166402e-05
0,5,-2.6881202734429778e-05
0,5,-3.270397065106541e-05
0,5,-4.208214295214213e-05
0,5,-2.7027954879398395e-05
0,5,-3.409448622971001e-05
0,5,-3.893250328190908e-05
0,5,-2.1806868705813448e-05
0,5,-3.503120314031906e-05
0,5,-3.7712861882376145e-05
0,5,-3.7947910587656934e-05
0,5,-2.4568934820268598e-05
0,5,-3.1486546564014754e-05
0,5,-2.9888343984981147e-05
0,5,-2.8829920339189805e-05
0,5,-2.714529569175061e-05
0,5,-2.640442300604233e-05
0,5,-3.229125817533519e-05
0,5,-3.328092880602239e-05
0,5,-3.7769009101752227e-05
0,5,-3.69974024871138e-05
0,5,-2.3764921230534278e-05
0,5,-2.9130198082809555e-05
0,5,-3.1339091710812385e-05
0,5,-3.214346114510701e-05
0,5,-3.4098242636193755e-05
0,5,-4.157815442753528e-05
0,5,-2.798330581999455e-05
0,5,-3.558571842770259e-05
0,5,-3.581401540803607e-05
0,5,-3.868693188258549e-05
0,5,-2.6567841388353783e-05
0,5,-2.935493705484918e-05
0,5,-3.3243847727196485e-05
0,5,-2.9836675041254763e-05
0,5,-3.433244692822049e-05
0,5,-3.243562367910292e-05
0,5,-2.4836190961882894e-05
0,5,-4.0181616354528315e-05
0,5,-3.308945765429598e-05
0,5,-4.1374579728243005e-05
0,5,-2.1707061714933024e-05
0,5,-3.11851346680897e-05
0,5,-3.5161594583353606e-05
0,5,-3.3813981243135705e-05
0,5,-2.740968052377299e-05
0,5,-4.607596955658486e-05
0,5,-5.566239529092816e-05
0,5,-4.742900802493351e-05
0,5,-4.036116123221916e-05
0,5,-3.78452329369583e-05
0,5,-3.6387900343217816e-05
0,5,-3.096052900814823e-05
0,5,-4.805673747790756e-05
0,5,-3.65793707639169e-05
0,5,-3.507994141023585e-05
0,5,-4.672374141441278e-05
0,5,-5.2915993566186306e-05
0,5,-3.9279296352652705e-05
0,5,-5.028707576556986e-05
0,5,-3.8381249317969655e-05
0,5,-4.1132275350806e-05
0,5,-3.650116002550807e-05
0,5,-3.0202500038610216e-05
0,5,-3.58936052477573e-05
0,5,-3.327277629840738e-05
0,5,-4.329504518737722e-05
0,5,-4.238296852816518e-05
0,5,-4.4805308169339225e-05
0,5,-4.727869326607458e-05
0,5,-4.4946664991829966e-05
0,5,-3.9775187496893314e-05
0,5,-3.910138750912837e-05
0,5,-3.5800275082008526e-05
0,5,-2.9538347502377284e-05
0,5,-3.677758860976018e-05
0,5,-4.019951082637397e-05
0,5,-3.470716628822576e-05
0,5,-4.200654064380791e-05
0,5,-3.5490425736870915e-05
0,5,-2.595611084473215e-05
0,5,-3.8784204603619786e-05
0,5,-3.807971525958222e-05
0,5,-3.114436039032851e-05
0,5,-5.193929618017769e-05
0,5,-4.059365109833129e-05
0,5,-3.8993095126649394e-05
0,5,-4.3134784993123276e-05
0,5,-3.175085160664874e-05
0,5,-3.059114141132496e-05
0,5,-3.859903430224372e-05
0,5,-3.602323195673761e-05
0,5,-2.799207595367083e-05
0,5,-3.9158500529120314e-05
0,5,-3.657765750515507e-05
0,5,-2.7738972039716863e-05
0,5,-3.4149000723985326e-05
0,5,-3.5454942665000505e-05
0,5,-3.483200534592137e-05
0,5,-3.729547711560076e-05
0,5,-2.8937435808923845e-05
0,5,-2.6217991961383744e-05
0,6,1.591979296821855e-05
0,6,1.6090238171855248e-05
0,6,1.5064523261590677e-05
0,6,1.5008640359621695e-05
0,6,1.8288870546857717e-05
0,6,1.978783128854159e-05
0,6,1.8234357508465623e-05
0,6,1.631594203383818e-05
0,6,1.7407582039638943e-05
0,6,1.5920729043770662e-05
0,6,2.1363929612486102e-05
0,6,2.1126260758161212e-05
0,6,1.5794115681002664e-05
0,6,1.8796496935295066e-05
0,6,2.064064531085238e-05
0,6,1.4428347443228869e-05
0,6,1.397788944078939e-05
0,6,1.519548089277427e-05
0,6,1.6743446459038873e-05
0,6,1.4792671837705223e-05
0,6,1.6030480626321695e-05
0,6,1.920399552146374e-05
0,6,1.6469230466338634e-05
0,6,2.0737640403765582e-05
0,6,1.9903681066625123e-05
0,6,1.763427426765423e-05
0,6,1.9431164831933e-05
0,6,2.5469181422537932e-05
0,6,1.5870312082445846e-05
0,6,1.8689687739077747e-05
0,6,1.7892755006637543e-05
0,6,1.4716466136708157e-05
0,6,1.9734459610176724e-05
0,6,2.7855484139460208e-05
0,6,2.427442109038239e-05
0,6,1.3974338524322058e-05
0,6,1.5958058185000816e-05
0,6,1.4748897601365876e-05
0,6,1.592376577794159e-05
0,6,2.1225235026673973e-05
0,6,2.0284096692779134e-05
0,6,2.7776347545549116e-05
0,6,1.6125779887600543e-05
0,6,2.2714263361186225e-05
0,6,1.8061292778525587e-05
0,6,1.7737710195607194e-05
0,6,1.7556837233113302e-05
0,6,2.033533738521765e-05
0,6,1.5500955548911045e-05
0,6,1.7333518176559595e-05
0,6,2.1047946232649557e-05
0,6,2.594236716030386e-05
0,6,3.077664114339534e-05
0,6,2.8193563174902308e-05
0,6,1.9884650841193806e-05
0,6,1.5543989039255575e-05
0,6,2.1065567826160565e-05
0,6,1.7455581760562753e-05
0,6,1.575014768997611e-05
0,6,1.6761829466643548e-05
0,6,1.840268739982821e-05
0,6,1.746943776668368e-05
0,6,2.6812965729663474e-05
0,6,2.68428450099382e-05
0,6,2.6180759985605125e-05
0,6,1.4331049699449196e-05
0,6,2.079333271660366e-05
0,6,1.9639883551992942e-05
0,6,2.0908532603969104e-05
0,6,2.1395334042753075e-05
0,6,3.2972233101144814e-05
0,6,2.9602493126123532e-05
0,6,2.6440823518527267e-05
0,6,2.275289970863473e-05
0,6,3.167046721195562e-05
0,6,2.908630879228872e-05
0,6,2.055904668837622e-05
0,6,3.0777445312749735e-05
0,6,1.9891775025714385e-05
0,6,1.6117091397293605e-05
0,6,3.9686367471999674e-05
0,6,4.225533091099619e-05
0,6,2.4319807900083552e-05
0,6,2.8585434736600748e-05
0,6,2.2915727588770435e-05
0,6,2.0291869781738847e-05
0,6,2.4229666463657714e-05
0,6,2.1505565955234234e-05
0,6,2.1116444591091622e-05
0,6,1.6595078235747903e-05
0,6,2.8067752336315588e-05
0,6,3.1591074460241876e-05
0,6,2.686614803102183e-05
0,6,2.3775742096369837e-05
0,6,2.1365734847547338e-05
0,6,2.3412111060233193e-05
0,6,3.7306589451839144e-05
0,6,1.789252286404412e-05
0,6,1.6561796604674917e-05
0,6,1.7803838453644478e-05
0,6,3.0607699445290274e-05
0,6,2.185015441348958e-05
0,6,2.417593485668209e-05
0,6,2.3836892241360053e-05
0,6,1.669419748083961e-05
0,6,3.443175730342583e-05
0,6,2.566906097727526e-05
0,6,1.8675951338642906e-05
0,6,2.7500070327831792e-05
0,6,2.0750725586689246e-05
0,6,1.7642202772796172e-05
0,6,4.563974073975891e-05
0,6,2.565942586721658e-05
0,6,1.7807494645370075e-05
0,6,1.643571792421647e-05
0,6,2.5872373948268752e-05
0,6,2.326457352232845e-05
0,6,2.6039953344491267e-05
0,6,1.694871968540009e-05
0,6,2.0119776700003902e-05
0,6,2.7194813269960976e-05
0,6,2.404105949828676e-05
0,6,2.3840496799870924e-05
0,6,1.70191269704709e-05
0,6,2.0292722690693057e-05
0,6,1.8255732684224415e-05
0,6,2.0312351182314055e-05
0,6,2.3818488321247663e-05
0,6,1.7395733666474245e-05
0,6,1.907110518680044e-05
0,6,1.634074811138108e-05
0,6,1.4760322124643204e-05
0,6,1.7946769034391717e-05
0,6,2.1512198106901712e-05
0,6,2.3641094175263507e-05
0,6,2.731037621287984e-05
0,6,1.769209733430444e-05
0,6,1.943835750241969e-05
0,6,2.294885136783025e-05
0,6,2.0018553914443783e-05
0,6,2.443018503969782e-05
0,6,3.002350564337104e-05
0,6,1.631846377213387e-05
0,6,2.2838267670119373e-05
0,6,2.233089069678755e-05
0,6,2.659228285712843e-05
0,6,1.9246031529912577e-05
0,6,1.8451525816543576e-05
0,6,2.6649097495379075e-05
0,6,1.9328580234272374e-05
0,6,2.528147433486028e-05
0,6,2.1521110746807435e-05
0,6,1.6346668111565023e-05
0,6,2.996771332264533e-05
0,6,1.9821879650114033e-05
0,6,2.910030862487048e-05
0,6,1.4527842653349853e-05
0,6,2.0827464719703348e-05
0,6,2.7366457616403235e-05
0,6,1.9267031705565694e-05
0,6,1.7063811716578416e-05
0,6,1.5266585889965503e-05
0,6,1.776780563032075e-05
0,6,1.6590890663211643e-05
0,6,2.325501794960005e-05
0,6,2.2469595020634413e-05
0,6,2.0958808537208633e-05
0,6,1.6904198955209742e-05
0,6,2.1360345959502364e-05
0,6,1.8441363560893205e-05
0,6,2.8040186596800412e-05
0,6,1.569468657911179e-05
0,6,1.8746364837046627e-05
0,6,2.217216000113237e-05
0,6,2.6056085857288153e-05
0,6,1.7086072810546443e-05
0,6,1.561152617192676e-05
0,6,2.2527704957782954e-05
0,6,1.8965051260370154e-05
0,6,2.1834604717353755e-05
0,6,2.0269728352400722e-05
0,6,1.7431706458678953e-05
0,6,3.330920178998831e-05
0,6,2.9424202411211146e-05
0,6,2.6301234854609777e-05
0,6,4.407691593008632e-05
0,6,3.175952112422959e-05
0,6,2.281620771911531e-05
0,6,2.4608883597033532e-05
0,6,1.8818196867856525e-05
0,6,1.899630301611637e-05
0,6,2.1804021468188308e-05
0,6,3.333819791131616e-05
0,6,2.0839869484368573e-05
0,6,2.742471599948411e-05
0,6,2.049024044282639e-05
0,6,1.780209072423252e-05
0,6,2.701287553695281e-05
0,6,2.9549152471729657e-05
0,6,2.2886427473686234e-05
0,6,2.6248829141431955e-05
0,6,1.8496145623620998e-05
0,6,1.8726225959638096e-05
0,6,2.544853323075609e-05
0,6,1.875216338190474e-05
0,6,2.1851827297443013e-05
0,6,3.0215757858045736e-05
0,6,1.975821556443163e-05
0,6,1.6755178612502784e-05
0,6,1.7374343860529907e-05
0,7,-9.447025522675139e-06
0,7,-9.47753581689303e-06
0,7,-8.178681785101373e-06
0,7,-1.0237450264685526e-05
0,7,-1.0103300115312831e-05
0,7,-9.98151944195955e-06
0,7,-1.1513629683193279e-05
0,7,-1.0264030844622167e-05
0,7,-1.2247526441655602e-05
0,7,-1.1290918733203293e-05
0,7,-1.109955888813481e-05
0,7,-9.698189931731896e-06
0,7,-1.2583798061902788e-05
0,7,-9.091209448221189e-06
0,7,-1.2243496521538888e-05
0,7,-9.982547686114844e-06
0,7,-9.792798889725481e-06
0,7,-1.2333429854167023e-05
0,7,-1.1354071980616007e-05
0,7,-1.134881105976167e-05
0,7,-8.388165900631898e-06
0,7,-7.966450897476079e-06
0,7,-9.655170179508304e-06
0,7,-8.690502847176333e-06
0,7,-1.0791917948345061e-05
0,7,-9.651156162012662e-06
0,7,-1.0720709865174108e-05
0,7,-1.2302394609172817e-05
0,7,-1.2572748387010594e-05
0,7,-1.3622527645025653e-05
0,7,-8.47702975301191e-06
0,7,-1.1186004482606883e-05
0,7,-9.9986613563037e-06
0,7,-1.0240113010892403e-05
0,7,-1.2128622140017187e-05
0,7,-1.0182711987278994e-05
0,7,-9.358945366152766e-06
0,7,-9.855723902545377e-06
0,7,-1.0117956801133086e-05
0,7,-1.1015125530985958e-05
0,7,-9.306988377452794e-06
0,7,-1.1310490407477538e-05
0,7,-1.1584306103687675e-05
0,7,-1.145871428749265e-05
